Experiment,Temperature,GrowthRate,Voltage,Pressure,Time
1,575,50.0,0.1,10,568
1,575,50.0,0.1,10,570
1,575,50.0,0.1,10,572
1,575,50.0,0.1,10,574
1,575,50.0,0.1,10,576
1,575,50.0,0.1,10,578
1,575,50.0,0.1,10,580
1,575,50.0,0.1,10,582
1,575,50.0,0.1,10,584
1,575,50.0,0.1,10,586
1,575,50.0,0.1,10,588
1,575,50.0,0.1,10,590
1,575,50.0,0.1,10,592
1,575,50.0,0.1,10,594
1,575,50.0,0.1,10,596
1,575,50.0,0.1,10,598
1,575,50.0,0.1,10,600
1,575,50.0,0.1,10,602
1,575,50.0,0.1,10,604
1,575,50.0,0.1,10,606
1,575,50.0,0.1,10,608
1,575,50.0,0.1,10,610
1,575,50.0,0.1,10,612
1,575,50.0,0.1,10,614
1,575,50.0,0.1,10,616
1,575,50.0,0.1,10,618
1,575,50.0,0.1,10,620
1,575,50.0,0.1,10,622
1,575,50.0,0.1,10,624
1,575,50.0,0.1,10,626
1,575,50.0,0.1,10,628
1,575,50.0,0.1,10,630
1,575,50.0,0.1,10,632
1,575,50.0,0.1,10,634
1,575,50.0,0.1,10,636
1,575,50.0,0.1,10,638
1,575,50.0,0.1,10,640
1,575,50.0,0.1,10,642
1,575,50.0,0.1,10,644
1,575,50.0,0.1,10,646
1,575,50.0,0.1,10,648
1,575,50.0,0.1,10,650
1,575,50.0,0.1,10,652
1,575,50.0,0.1,10,654
1,575,50.0,0.1,10,656
1,575,50.0,0.1,10,658
1,575,50.0,0.1,10,660
1,575,50.0,0.1,10,662
1,575,50.0,0.1,10,664
1,575,50.0,0.1,10,666
1,575,50.0,0.1,10,668
1,575,50.0,0.1,10,670
1,575,50.0,0.1,10,672
1,575,50.0,0.1,10,674
1,575,50.0,0.1,10,676
1,575,50.0,0.1,10,678
1,575,50.0,0.1,10,680
1,575,49.92435703479576,0.1,10,682
1,575,49.84871406959153,0.1,10,684
1,575,49.77307110438729,0.1,10,686
1,575,49.69742813918305,0.1,10,688
1,575,49.62178517397882,0.1,10,690
1,575,49.54614220877458,0.1,10,692
1,575,49.470499243570345,0.1,10,694
1,575,49.39485627836611,0.1,10,696
1,575,49.319213313161875,0.1,10,698
1,575,49.24357034795764,0.1,10,700
1,575,49.167927382753405,0.1,10,702
1,575,49.092284417549166,0.1,10,704
1,575,49.016641452344935,0.1,10,706
1,575,48.940998487140696,0.1,10,708
1,575,48.86535552193646,0.1,10,710
1,575,48.789712556732226,0.1,10,712
1,575,48.71406959152799,0.1,10,714
1,575,48.63842662632375,0.1,10,716
1,575,48.56278366111952,0.1,10,718
1,575,48.48714069591528,0.1,10,720
1,575,48.41149773071104,0.1,10,722
1,575,48.33585476550681,0.1,10,724
1,575,48.26021180030257,0.1,10,726
1,575,48.18456883509833,0.1,10,728
1,575,48.1089258698941,0.1,10,730
1,575,48.03328290468986,0.1,10,732
1,575,47.95763993948563,0.1,10,734
1,575,47.88199697428139,0.1,10,736
1,575,47.806354009077154,0.1,10,738
1,575,47.73071104387292,0.1,10,740
1,575,47.655068078668684,0.1,10,742
1,575,47.579425113464445,0.1,10,744
1,575,47.503782148260214,0.1,10,746
1,575,47.428139183055976,0.1,10,748
1,575,47.35249621785174,0.1,10,750
1,575,47.276853252647506,0.1,10,752
1,575,47.20121028744327,0.1,10,754
1,575,47.12556732223903,0.1,10,756
1,575,47.0499243570348,0.1,10,758
1,575,46.97428139183056,0.1,10,760
1,575,46.89863842662632,0.1,10,762
1,575,46.82299546142209,0.1,10,764
1,575,46.74735249621785,0.1,10,766
1,575,46.67170953101362,0.1,10,768
1,575,46.59606656580938,0.1,10,770
1,575,46.52042360060514,0.1,10,772
1,575,46.44478063540091,0.1,10,774
1,575,46.36913767019667,0.1,10,776
1,575,46.29349470499243,0.1,10,778
1,575,46.2178517397882,0.1,10,780
1,575,46.14220877458396,0.1,10,782
1,575,46.066565809379725,0.1,10,784
1,575,45.99092284417549,0.1,10,786
1,575,45.915279878971255,0.1,10,788
1,575,45.83963691376702,0.1,10,790
1,575,45.763993948562785,0.1,10,792
1,575,45.688350983358546,0.1,10,794
1,575,45.61270801815431,0.1,10,796
1,575,45.53706505295008,0.1,10,798
1,575,45.46142208774584,0.1,10,800
1,575,45.38577912254161,0.1,10,802
1,575,45.31013615733737,0.1,10,804
1,575,45.23449319213313,0.1,10,806
1,575,45.1588502269289,0.1,10,808
1,575,45.08320726172466,0.1,10,810
1,575,45.00756429652042,0.1,10,812
1,575,44.93192133131619,0.1,10,814
1,575,44.85627836611195,0.1,10,816
1,575,44.78063540090771,0.1,10,818
1,575,44.70499243570348,0.1,10,820
1,575,44.62934947049924,0.1,10,822
1,575,44.55370650529501,0.1,10,824
1,575,44.47806354009077,0.1,10,826
1,575,44.402420574886534,0.1,10,828
1,575,44.326777609682296,0.1,10,830
1,575,44.251134644478064,0.1,10,832
1,575,44.175491679273826,0.1,10,834
1,575,44.099848714069594,0.1,10,836
1,575,44.024205748865356,0.1,10,838
1,575,43.94856278366112,0.1,10,840
1,575,43.872919818456886,0.1,10,842
1,575,43.79727685325265,0.1,10,844
1,575,43.72163388804841,0.1,10,846
1,575,43.64599092284418,0.1,10,848
1,575,43.57034795763994,0.1,10,850
1,575,43.4947049924357,0.1,10,852
1,575,43.41906202723147,0.1,10,854
1,575,43.34341906202723,0.1,10,856
1,575,43.267776096823,0.1,10,858
1,575,43.19213313161876,0.1,10,860
1,575,43.11649016641452,0.1,10,862
1,575,43.04084720121028,0.1,10,864
1,575,42.96520423600605,0.1,10,866
1,575,42.88956127080181,0.1,10,868
1,575,42.81391830559758,0.1,10,870
1,575,42.73827534039334,0.1,10,872
1,575,42.662632375189105,0.1,10,874
1,575,42.586989409984874,0.1,10,876
1,575,42.511346444780635,0.1,10,878
1,575,42.4357034795764,0.1,10,880
1,575,42.360060514372165,0.1,10,882
1,575,42.28441754916793,0.1,10,884
1,575,42.20877458396369,0.1,10,886
1,575,42.13313161875946,0.1,10,888
1,575,42.05748865355522,0.1,10,890
1,575,41.98184568835099,0.1,10,892
1,575,41.90620272314675,0.1,10,894
1,575,41.83055975794251,0.1,10,896
1,575,41.75491679273827,0.1,10,898
1,575,41.67927382753404,0.1,10,900
1,575,41.6036308623298,0.1,10,902
1,575,41.52798789712557,0.1,10,904
1,575,41.45234493192133,0.1,10,906
1,575,41.37670196671709,0.1,10,908
1,575,41.30105900151286,0.1,10,910
1,575,41.22541603630862,0.1,10,912
1,575,41.149773071104384,0.1,10,914
1,575,41.07413010590015,0.1,10,916
1,575,40.998487140695914,0.1,10,918
1,575,40.922844175491676,0.1,10,920
1,575,40.847201210287444,0.1,10,922
1,575,40.771558245083206,0.1,10,924
1,575,40.695915279878975,0.1,10,926
1,575,40.620272314674736,0.1,10,928
1,575,40.5446293494705,0.1,10,930
1,575,40.46898638426626,0.1,10,932
1,575,40.39334341906203,0.1,10,934
1,575,40.31770045385779,0.1,10,936
1,575,40.24205748865356,0.1,10,938
1,575,40.16641452344932,0.1,10,940
1,575,40.09077155824508,0.1,10,942
1,575,40.01512859304085,0.1,10,944
1,575,39.93948562783661,0.1,10,946
1,575,39.86384266263237,0.1,10,948
1,575,39.78819969742814,0.1,10,950
1,575,39.7125567322239,0.1,10,952
1,575,39.636913767019664,0.1,10,954
1,575,39.56127080181543,0.1,10,956
1,575,39.485627836611194,0.1,10,958
1,575,39.40998487140696,0.1,10,960
1,575,39.334341906202724,0.1,10,962
1,575,39.258698940998485,0.1,10,964
1,575,39.18305597579425,0.1,10,966
1,575,39.107413010590015,0.1,10,968
1,575,39.03177004538578,0.1,10,970
1,575,38.956127080181545,0.1,10,972
1,575,38.88048411497731,0.1,10,974
1,575,38.80484114977307,0.1,10,976
1,575,38.72919818456884,0.1,10,978
1,575,38.6535552193646,0.1,10,980
1,575,38.57791225416037,0.1,10,982
1,575,38.50226928895613,0.1,10,984
1,575,38.42662632375189,0.1,10,986
1,575,38.35098335854765,0.1,10,988
1,575,38.27534039334342,0.1,10,990
1,575,38.19969742813918,0.1,10,992
1,575,38.12405446293495,0.1,10,994
1,575,38.04841149773071,0.1,10,996
1,575,37.97276853252647,0.1,10,998
1,575,37.897125567322234,0.1,10,1000
1,575,37.821482602118,0.1,10,1002
1,575,37.745839636913765,0.1,10,1004
1,575,37.67019667170953,0.1,10,1006
1,575,37.594553706505295,0.1,10,1008
1,575,37.518910741301056,0.1,10,1010
1,575,37.443267776096825,0.1,10,1012
1,575,37.367624810892586,0.1,10,1014
1,575,37.291981845688355,0.1,10,1016
1,575,37.216338880484116,0.1,10,1018
1,575,37.14069591527988,0.1,10,1020
1,575,37.06505295007564,0.1,10,1022
1,575,36.98940998487141,0.1,10,1024
1,575,36.91376701966717,0.1,10,1026
1,575,36.83812405446294,0.1,10,1028
1,575,36.7624810892587,0.1,10,1030
1,575,36.68683812405446,0.1,10,1032
1,575,36.61119515885022,0.1,10,1034
1,575,36.53555219364599,0.1,10,1036
1,575,36.45990922844175,0.1,10,1038
1,575,36.38426626323752,0.1,10,1040
1,575,36.30862329803328,0.1,10,1042
1,575,36.232980332829044,0.1,10,1044
1,575,36.15733736762481,0.1,10,1046
1,575,36.081694402420574,0.1,10,1048
1,575,36.00605143721634,0.1,10,1050
1,575,35.930408472012104,0.1,10,1052
1,575,35.854765506807865,0.1,10,1054
1,575,35.77912254160363,0.1,10,1056
1,575,35.703479576399396,0.1,10,1058
1,575,35.62783661119516,0.1,10,1060
1,575,35.552193645990926,0.1,10,1062
1,575,35.47655068078669,0.1,10,1064
1,575,35.40090771558245,0.1,10,1066
1,575,35.32526475037821,0.1,10,1068
1,575,35.24962178517398,0.1,10,1070
1,575,35.17397881996974,0.1,10,1072
1,575,35.09833585476551,0.1,10,1074
1,575,35.02269288956127,0.1,10,1076
1,575,34.94704992435703,0.1,10,1078
1,575,34.8714069591528,0.1,10,1080
1,575,34.79576399394856,0.1,10,1082
1,575,34.72012102874433,0.1,10,1084
1,575,34.64447806354009,0.1,10,1086
1,575,34.56883509833585,0.1,10,1088
1,575,34.493192133131615,0.1,10,1090
1,575,34.41754916792738,0.1,10,1092
1,575,34.341906202723145,0.1,10,1094
1,575,34.26626323751891,0.1,10,1096
1,575,34.190620272314675,0.1,10,1098
1,575,34.114977307110436,0.1,10,1100
1,575,34.0393343419062,0.1,10,1102
1,575,33.963691376701966,0.1,10,1104
1,575,33.888048411497735,0.1,10,1106
1,575,33.812405446293496,0.1,10,1108
1,575,33.73676248108926,0.1,10,1110
1,575,33.66111951588502,0.1,10,1112
1,575,33.58547655068078,0.1,10,1114
1,575,33.50983358547655,0.1,10,1116
1,575,33.43419062027232,0.1,10,1118
1,575,33.35854765506808,0.1,10,1120
1,575,33.28290468986384,0.1,10,1122
1,575,33.2072617246596,0.1,10,1124
1,575,33.13161875945537,0.1,10,1126
1,575,33.05597579425113,0.1,10,1128
1,575,32.9803328290469,0.1,10,1130
1,575,32.90468986384266,0.1,10,1132
1,575,32.829046898638424,0.1,10,1134
1,575,32.753403933434186,0.1,10,1136
1,575,32.677760968229954,0.1,10,1138
1,575,32.60211800302572,0.1,10,1140
1,575,32.526475037821484,0.1,10,1142
1,575,32.450832072617246,0.1,10,1144
1,575,32.37518910741301,0.1,10,1146
1,575,32.29954614220877,0.1,10,1148
1,575,32.22390317700454,0.1,10,1150
1,575,32.148260211800306,0.1,10,1152
1,575,32.07261724659607,0.1,10,1154
1,575,31.99697428139183,0.1,10,1156
1,575,31.921331316187594,0.1,10,1158
1,575,31.84568835098336,0.1,10,1160
1,575,31.77004538577912,0.1,10,1162
1,575,31.694402420574885,0.1,10,1164
1,575,31.61875945537065,0.1,10,1166
1,575,31.543116490166415,0.1,10,1168
1,575,31.467473524962177,0.1,10,1170
1,575,31.391830559757942,0.1,10,1172
1,575,31.316187594553707,0.1,10,1174
1,575,31.24054462934947,0.1,10,1176
1,575,31.164901664145233,0.1,10,1178
1,575,31.089258698941,0.1,10,1180
1,575,31.01361573373676,0.1,10,1182
1,575,30.937972768532525,0.1,10,1184
1,575,30.86232980332829,0.1,10,1186
1,575,30.786686838124055,0.1,10,1188
1,575,30.711043872919817,0.1,10,1190
1,575,30.63540090771558,0.1,10,1192
1,575,30.559757942511347,0.1,10,1194
1,575,30.484114977307108,0.1,10,1196
1,575,30.408472012102873,0.1,10,1198
1,575,30.332829046898638,0.1,10,1200
1,575,30.257186081694403,0.1,10,1202
1,575,30.181543116490165,0.1,10,1204
1,575,30.10590015128593,0.1,10,1206
1,575,30.030257186081695,0.1,10,1208
1,575,29.954614220877456,0.1,10,1210
1,575,29.87897125567322,0.1,10,1212
1,575,29.803328290468986,0.1,10,1214
1,575,29.727685325264748,0.1,10,1216
1,575,29.652042360060513,0.1,10,1218
1,575,29.576399394856278,0.1,10,1220
1,575,29.500756429652043,0.1,10,1222
1,575,29.425113464447804,0.1,10,1224
1,575,29.34947049924357,0.1,10,1226
1,575,29.273827534039334,0.1,10,1228
1,575,29.198184568835096,0.1,10,1230
1,575,29.12254160363086,0.1,10,1232
1,575,29.046898638426626,0.1,10,1234
1,575,28.97125567322239,0.1,10,1236
1,575,28.895612708018152,0.1,10,1238
1,575,28.819969742813917,0.1,10,1240
1,575,28.744326777609682,0.1,10,1242
1,575,28.668683812405444,0.1,10,1244
1,575,28.59304084720121,0.1,10,1246
1,575,28.517397881996974,0.1,10,1248
1,575,28.44175491679274,0.1,10,1250
1,575,28.3661119515885,0.1,10,1252
1,575,28.290468986384266,0.1,10,1254
1,575,28.21482602118003,0.1,10,1256
1,575,28.139183055975792,0.1,10,1258
1,575,28.063540090771557,0.1,10,1260
1,575,27.987897125567322,0.1,10,1262
1,575,27.912254160363084,0.1,10,1264
1,575,27.83661119515885,0.1,10,1266
1,575,27.760968229954614,0.1,10,1268
1,575,27.68532526475038,0.1,10,1270
1,575,27.60968229954614,0.1,10,1272
1,575,27.534039334341905,0.1,10,1274
1,575,27.45839636913767,0.1,10,1276
1,575,27.38275340393343,0.1,10,1278
1,575,27.307110438729197,0.1,10,1280
1,575,27.23146747352496,0.1,10,1282
1,575,27.155824508320727,0.1,10,1284
1,575,27.08018154311649,0.1,10,1286
1,575,27.004538577912253,0.1,10,1288
1,575,26.92889561270802,0.1,10,1290
1,575,26.85325264750378,0.1,10,1292
1,575,26.777609682299545,0.1,10,1294
1,575,26.70196671709531,0.1,10,1296
1,575,26.62632375189107,0.1,10,1298
1,575,26.550680786686836,0.1,10,1300
1,575,26.4750378214826,0.1,10,1302
1,575,26.399394856278366,0.1,10,1304
1,575,26.323751891074128,0.1,10,1306
1,575,26.248108925869893,0.1,10,1308
1,575,26.172465960665658,0.1,10,1310
1,575,26.09682299546142,0.1,10,1312
1,575,26.021180030257185,0.1,10,1314
1,575,25.94553706505295,0.1,10,1316
1,575,25.869894099848715,0.1,10,1318
1,575,25.794251134644476,0.1,10,1320
1,575,25.71860816944024,0.1,10,1322
1,575,25.642965204236006,0.1,10,1324
1,575,25.567322239031768,0.1,10,1326
1,575,25.491679273827533,0.1,10,1328
1,575,25.416036308623298,0.1,10,1330
1,575,25.34039334341906,0.1,10,1332
1,575,25.264750378214824,0.1,10,1334
1,575,25.18910741301059,0.1,10,1336
1,575,25.113464447806354,0.1,10,1338
1,575,25.037821482602116,0.1,10,1340
1,575,24.96217851739788,0.1,10,1342
1,575,24.886535552193646,0.1,10,1344
1,575,24.810892586989407,0.1,10,1346
1,575,24.735249621785172,0.1,10,1348
1,575,24.659606656580937,0.1,10,1350
1,575,24.583963691376702,0.1,10,1352
1,575,24.508320726172464,0.1,10,1354
1,575,24.43267776096823,0.1,10,1356
1,575,24.357034795763994,0.1,10,1358
1,575,24.281391830559755,0.1,10,1360
1,575,24.20574886535552,0.1,10,1362
1,575,24.130105900151285,0.1,10,1364
1,575,24.05446293494705,0.1,10,1366
1,575,23.978819969742812,0.1,10,1368
1,575,23.903177004538577,0.1,10,1370
1,575,23.827534039334342,0.1,10,1372
1,575,23.751891074130103,0.1,10,1374
1,575,23.67624810892587,0.1,10,1376
1,575,23.600605143721634,0.1,10,1378
1,575,23.524962178517395,0.1,10,1380
1,575,23.44931921331316,0.1,10,1382
1,575,23.373676248108925,0.1,10,1384
1,575,23.29803328290469,0.1,10,1386
1,575,23.22239031770045,0.1,10,1388
1,575,23.146747352496217,0.1,10,1390
1,575,23.07110438729198,0.1,10,1392
1,575,22.995461422087743,0.1,10,1394
1,575,22.919818456883508,0.1,10,1396
1,575,22.844175491679273,0.1,10,1398
1,575,22.76853252647504,0.1,10,1400
1,575,22.6928895612708,0.1,10,1402
1,575,22.617246596066565,0.1,10,1404
1,575,22.54160363086233,0.1,10,1406
1,575,22.46596066565809,0.1,10,1408
1,575,22.390317700453856,0.1,10,1410
1,575,22.31467473524962,0.1,10,1412
1,575,22.239031770045383,0.1,10,1414
1,575,22.163388804841148,0.1,10,1416
1,575,22.087745839636913,0.1,10,1418
1,575,22.012102874432678,0.1,10,1420
1,575,21.93645990922844,0.1,10,1422
1,575,21.860816944024204,0.1,10,1424
1,575,21.78517397881997,0.1,10,1426
1,575,21.70953101361573,0.1,10,1428
1,575,21.633888048411496,0.1,10,1430
1,575,21.55824508320726,0.1,10,1432
1,575,21.482602118003026,0.1,10,1434
1,575,21.406959152798787,0.1,10,1436
1,575,21.331316187594553,0.1,10,1438
1,575,21.255673222390318,0.1,10,1440
1,575,21.18003025718608,0.1,10,1442
1,575,21.104387291981844,0.1,10,1444
1,575,21.02874432677761,0.1,10,1446
1,575,20.953101361573374,0.1,10,1448
1,575,20.877458396369136,0.1,10,1450
1,575,20.8018154311649,0.1,10,1452
1,575,20.726172465960666,0.1,10,1454
1,575,20.650529500756427,0.1,10,1456
1,575,20.574886535552192,0.1,10,1458
1,575,20.499243570347957,0.1,10,1460
1,575,20.42360060514372,0.1,10,1462
1,575,20.347957639939484,0.1,10,1464
1,575,20.27231467473525,0.1,10,1466
1,575,20.196671709531014,0.1,10,1468
1,575,20.121028744326775,0.1,10,1470
1,575,20.04538577912254,0.1,10,1472
1,575,19.969742813918305,0.1,10,1474
1,575,19.894099848714067,0.1,10,1476
1,575,19.818456883509832,0.1,10,1478
1,575,19.742813918305597,0.1,10,1480
1,575,19.667170953101362,0.1,10,1482
1,575,19.591527987897123,0.1,10,1484
1,575,19.51588502269289,0.1,10,1486
1,575,19.440242057488653,0.1,10,1488
1,575,19.364599092284415,0.1,10,1490
1,575,19.28895612708018,0.1,10,1492
1,575,19.213313161875945,0.1,10,1494
1,575,19.137670196671706,0.1,10,1496
1,575,19.06202723146747,0.1,10,1498
1,575,18.986384266263236,0.1,10,1500
1,575,18.910741301059,0.1,10,1502
1,575,18.835098335854763,0.1,10,1504
